coord_lon,coord_lat,weather_0_id,weather_0_main,weather_0_description,weather_0_icon,base,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,visibility,wind_speed,wind_deg,rain_1h,clouds_all,dt,sys_type,sys_id,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod,wind_gust,weather_1_id,weather_1_main,weather_1_description,weather_1_icon,message
-64.6167,18.4167,501.0,Rain,moderate rain,10n,stations,301.49,305.11,301.49,301.49,1012.0,74.0,1012.0,1012.0,10000.0,6.22,83.0,1.11,100.0,1727335150.0,,,VG,1727345284.0,1727388668.0,-14400.0,3577430.0,Road Town,200,6.66,,,,,
-85.1647,34.257,804.0,Clouds,overcast clouds,04n,stations,290.92,291.29,289.96,291.66,1011.0,97.0,1011.0,984.0,10000.0,0.45,335.0,,100.0,1727334954.0,2.0,2038061.0,US,1727350311.0,1727393502.0,-14400.0,4219762.0,Rome,200,1.79,,,,,
-61.3881,15.3017,500.0,Rain,light rain,10n,stations,300.87,304.03,300.87,300.87,1011.0,76.0,1011.0,1000.0,10000.0,3.85,73.0,0.33,100.0,1727335150.0,,,DM,1727344492.0,1727387911.0,-14400.0,3575635.0,Roseau,200,5.78,,,,,
-61.7485,12.0564,500.0,Rain,light rain,10n,stations,300.97,305.24,300.97,300.97,1010.0,83.0,1010.0,1005.0,10000.0,1.03,0.0,0.18,20.0,1727335150.0,1.0,8781.0,GD,1727344560.0,1727388016.0,-14400.0,3579925.0,St. George's,200,,,,,,
-2.1049,49.188,801.0,Clouds,few clouds,02d,stations,290.62,288.45,289.58,290.62,989.0,1.0,989.0,989.0,10000.0,7.72,220.0,,20.0,1727335151.0,2.0,197971.0,JE,1727330464.0,1727373490.0,3600.0,3042091.0,Saint Helier,200,,,,,,
-52.7093,47.5649,300.0,Drizzle,light intensity drizzle,09n,stations,283.42,283.01,282.35,284.25,1026.0,96.0,1026.0,1021.0,10000.0,4.47,44.0,0.25,100.0,1727335151.0,1.0,998.0,CA,1727342609.0,1727385630.0,-9000.0,6324733.0,St. John's,200,7.15,500.0,Rain,light rain,10n,
-2.5353,49.4598,802.0,Clouds,scattered clouds,03d,stations,289.76,289.62,289.76,289.76,988.0,82.0,988.0,988.0,10000.0,9.26,220.0,,40.0,1727335151.0,1.0,1406.0,GG,1727330570.0,1727373591.0,3600.0,3042287.0,St Peter Port,200,,,,,,
30.2642,59.8944,800.0,Clear,clear sky,01d,stations,289.29,289.1,289.23,289.29,1007.0,82.0,1007.0,1004.0,10000.0,3.0,170.0,,0.0,1727335151.0,2.0,197864.0,RU,1727322783.0,1727365638.0,10800.0,498817.0,Saint Petersburg,200,,,,,,
2.3333,48.9167,804.0,Clouds,overcast clouds,04d,stations,289.31,289.36,288.36,289.86,994.0,91.0,994.0,985.0,10000.0,6.17,190.0,,100.0,1727335151.0,1.0,6540.0,FR,1727329396.0,1727372428.0,7200.0,2980915.0,Arrondissement de Saint-Denis,200,,,,,,
55.4781,-21.3393,800.0,Clear,clear sky,01d,stations,299.97,301.07,299.97,299.97,1021.0,61.0,1021.0,1016.0,10000.0,12.86,130.0,,0.0,1727335151.0,1.0,2127.0,RE,1727316220.0,1727360101.0,14400.0,935214.0,Saint-Pierre,200,,,,,,
145.701,15.1355,803.0,Clouds,broken clouds,04d,stations,303.54,310.54,303.54,303.54,1008.0,79.0,1008.0,1007.0,10000.0,5.66,270.0,,75.0,1727335151.0,1.0,7855.0,MP,1727294787.0,1727338238.0,36000.0,4041552.0,Saipan,200,9.26,,,,,
-88.9167,13.8333,804.0,Clouds,overcast clouds,04n,stations,293.49,294.16,293.49,293.49,1011.0,99.0,1011.0,951.0,10000.0,0.36,231.0,,98.0,1727335151.0,,,SV,1727351090.0,1727394523.0,-21600.0,3585968.0,El Salvador,200,0.45,,,,,
-98.4936,29.4241,800.0,Clear,clear sky,01n,stations,295.32,295.34,293.68,296.21,1012.0,67.0,1012.0,987.0,10000.0,3.09,30.0,,0.0,1727334634.0,1.0,5857.0,US,1727353481.0,1727396728.0,-18000.0,4726206.0,San Antonio,200,,,,,,
-117.1573,32.7153,804.0,Clouds,overcast clouds,04n,stations,290.52,290.61,289.42,291.5,1010.0,88.0,1010.0,1006.0,10000.0,1.79,8.0,,100.0,1727334668.0,2.0,2095167.0,US,1727357983.0,1727401183.0,-25200.0,5391811.0,San Diego,200,3.58,,,,,
-122.4194,37.7749,801.0,Clouds,few clouds,02n,stations,286.87,286.6,285.6,288.06,1012.0,88.0,1012.0,1008.0,10000.0,4.12,280.0,,20.0,1727334964.0,2.0,2017837.0,US,1727359280.0,1727402411.0,-25200.0,5391959.0,San Francisco,200,,,,,,
-121.895,37.3394,804.0,Clouds,overcast clouds,04n,stations,289.08,288.77,287.32,290.27,1012.0,78.0,1012.0,983.0,10000.0,3.09,30.0,,100.0,1727335023.0,2.0,2004102.0,US,1727359151.0,1727402288.0,-25200.0,5392171.0,San Jose,200,,,,,,
-68.5364,-31.5375,800.0,Clear,clear sky,01n,stations,282.08,281.08,282.08,282.08,1027.0,41.0,1027.0,946.0,10000.0,2.02,135.0,,0.0,1727335152.0,,,AR,1727345864.0,1727389969.0,-10800.0,3837213.0,San Juan,200,3.12,,,,,
12.4167,43.9333,800.0,Clear,clear sky,01d,stations,294.32,294.35,293.86,295.18,1013.0,71.0,1013.0,978.0,10000.0,4.12,190.0,,0.0,1727335152.0,2.0,2076801.0,SM,1727326939.0,1727370047.0,7200.0,3168068.0,San Marino,200,,,,,,
-89.1872,13.6894,804.0,Clouds,overcast clouds,04n,stations,292.68,293.04,292.68,292.68,1011.0,90.0,1011.0,942.0,10000.0,0.93,275.0,,100.0,1727335152.0,,,SV,1727351155.0,1727394589.0,-21600.0,3583361.0,San Salvador,200,1.85,,,,,
44.2067,15.3547,803.0,Clouds,broken clouds,04d,stations,296.73,295.9,296.73,296.73,1013.0,29.0,1013.0,763.0,10000.0,5.59,64.0,,52.0,1727335152.0,,,YE,1727319148.0,1727362582.0,10800.0,71137.0,Sanaa,200,5.74,,,,,
-63.1667,-17.8,711.0,Smoke,smoke,50n,stations,298.85,299.64,298.85,298.85,1007.0,83.0,1007.0,959.0,2500.0,1.03,0.0,,0.0,1727335152.0,1.0,8661.0,BO,1727344705.0,1727388552.0,-14400.0,3904906.0,Santa Cruz de la Sierra,200,,,,,,
-70.6483,-33.4569,800.0,Clear,clear sky,01n,stations,281.76,281.39,281.51,283.62,1020.0,63.0,1020.0,933.0,10000.0,1.35,88.0,,0.0,1727335152.0,2.0,2095708.0,CL,1727346349.0,1727390498.0,-10800.0,3871336.0,Santiago,200,1.54,,,,,
-69.9886,18.5001,800.0,Clear,clear sky,01n,stations,300.39,303.99,299.78,300.39,1013.0,85.0,1013.0,1003.0,10000.0,1.34,336.0,,0.0,1727335152.0,2.0,2020859.0,DO,1727346574.0,1727389956.0,-14400.0,3492908.0,Santo Domingo,200,2.24,,,,,
-46.6361,-23.5475,800.0,Clear,clear sky,01n,stations,296.53,296.44,296.53,297.35,1012.0,58.0,1012.0,924.0,10000.0,2.06,100.0,,0.0,1727335136.0,2.0,2082654.0,BR,1727340692.0,1727384632.0,-10800.0,3448439.0,São Paulo,200,,,,,,
6.7273,0.3365,801.0,Clouds,few clouds,02d,stations,299.01,299.79,299.01,299.01,1014.0,82.0,1014.0,1013.0,10000.0,3.49,208.0,,20.0,1727335152.0,,,ST,1727328061.0,1727371655.0,0.0,2410763.0,São Tomé,200,3.8,,,,,
141.3469,43.0642,803.0,Clouds,broken clouds,04d,stations,295.02,295.14,295.0,296.21,1015.0,72.0,1015.0,989.0,10000.0,8.23,170.0,,75.0,1727335152.0,1.0,7980.0,JP,1727295966.0,1727339148.0,32400.0,2128295.0,Sapporo,200,,,,,,
18.3564,43.8486,802.0,Clouds,scattered clouds,03d,stations,285.1,284.96,285.1,285.1,1016.0,100.0,1016.0,908.0,10000.0,0.51,0.0,,40.0,1727335152.0,1.0,6906.0,BA,1727325511.0,1727368624.0,7200.0,3191281.0,Sarajevo,200,,,,,,
-122.3321,47.6062,804.0,Clouds,overcast clouds,04n,stations,285.66,285.34,284.48,286.78,1013.0,91.0,1013.0,1003.0,10000.0,4.47,113.0,,100.0,1727334776.0,2.0,2041694.0,US,1727359334.0,1727402315.0,-25200.0,5809844.0,Seattle,200,6.26,,,,,
110.4203,-6.9932,801.0,Clouds,few clouds,02d,stations,305.11,310.74,305.11,305.11,1008.0,62.0,1008.0,998.0,9000.0,5.14,340.0,,20.0,1727335153.0,1.0,9362.0,ID,1727303139.0,1727346816.0,25200.0,1627896.0,Semarang,200,,,,,,
126.9778,37.5683,802.0,Clouds,scattered clouds,03d,stations,299.91,301.26,299.91,299.91,1012.0,65.0,1012.0,1002.0,10000.0,5.14,260.0,,40.0,1727335153.0,1.0,8105.0,KR,1727299388.0,1727342622.0,32400.0,1835848.0,Seoul,200,,,,,,
121.4581,31.2222,802.0,Clouds,scattered clouds,03d,stations,301.07,303.54,301.07,301.07,1012.0,69.0,1012.0,1011.0,10000.0,5.0,40.0,,40.0,1727334894.0,1.0,9659.0,CN,1727300682.0,1727343976.0,28800.0,1796236.0,Shanghai,200,,,,,,
55.4033,25.3573,803.0,Clouds,broken clouds,04d,stations,310.31,317.31,309.14,310.31,1003.0,47.0,1003.0,1001.0,7000.0,3.09,210.0,,58.0,1727335153.0,1.0,7545.0,AE,1727316511.0,1727359846.0,14400.0,292672.0,Sharjah city,200,,,,,,
114.0683,22.5455,802.0,Clouds,scattered clouds,03d,stations,306.24,313.24,304.97,306.4,1009.0,64.0,1009.0,1001.0,10000.0,2.93,239.0,,50.0,1727334907.0,2.0,2031340.0,CN,1727302415.0,1727345790.0,28800.0,1795565.0,Shenzhen,200,3.35,,,,,
103.8501,1.2897,803.0,Clouds,broken clouds,04d,stations,302.8,306.5,301.1,303.12,1009.0,66.0,1009.0,1009.0,10000.0,3.09,240.0,,75.0,1727334370.0,1.0,9470.0,SG,1727304762.0,1727348346.0,28800.0,1880252.0,Singapore,200,,,,,,
21.4333,42.0,800.0,Clear,clear sky,01d,stations,291.97,291.68,291.97,291.97,1018.0,68.0,1018.0,966.0,10000.0,0.51,0.0,,0.0,1727335153.0,1.0,7023.0,MK,1727324761.0,1727367898.0,7200.0,785842.0,Skopje,200,,,,,,
23.3242,42.6975,741.0,Fog,fog,50d,stations,289.98,289.86,289.98,289.98,1018.0,82.0,1018.0,940.0,9000.0,1.03,0.0,,20.0,1727335153.0,1.0,6366.0,BG,1727324311.0,1727367440.0,10800.0,727011.0,Sofia,200,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,,city not found
27.8585,-26.2678,804.0,Clouds,overcast clouds,04d,stations,298.45,297.32,297.82,299.07,1016.0,11.0,1016.0,845.0,10000.0,2.57,270.0,,93.0,1727335153.0,1.0,1958.0,ZA,1727322802.0,1727366773.0,7200.0,953781.0,Soweto,200,,,,,,
18.0649,59.3326,800.0,Clear,clear sky,01d,stations,285.1,284.54,284.88,285.96,999.0,84.0,999.0,994.0,10000.0,2.57,220.0,,0.0,1727335154.0,1.0,1788.0,SE,1727325709.0,1727368566.0,7200.0,2673730.0,Stockholm,200,,,,,,
-65.2627,-19.0333,804.0,Clouds,overcast clouds,04n,stations,286.39,285.1,286.39,286.39,1012.0,51.0,1012.0,728.0,10000.0,2.15,6.0,,96.0,1727335154.0,,,BO,1727345198.0,1727389065.0,-14400.0,3903987.0,Sucre,200,2.67,,,,,
112.7508,-7.2492,801.0,Clouds,few clouds,02d,stations,307.12,310.2,307.12,307.12,1008.0,46.0,1008.0,1007.0,10000.0,4.63,60.0,,20.0,1727335154.0,1.0,9363.0,ID,1727302578.0,1727346259.0,25200.0,1625822.0,Surabaya,200,,,,,,
72.8333,21.1667,804.0,Clouds,overcast clouds,04d,stations,300.14,303.75,300.14,300.14,1003.0,89.0,1003.0,1002.0,1500.0,2.06,120.0,,100.0,1727335154.0,1.0,9071.0,IN,1727312306.0,1727355686.0,19800.0,1255364.0,Surat,200,,,,,,
178.4415,-18.1416,802.0,Clouds,scattered clouds,03n,stations,296.86,297.09,296.86,296.86,1017.0,69.0,1017.0,1014.0,10000.0,4.12,100.0,,40.0,1727335154.0,1.0,7280.0,FJ,1727286751.0,1727330562.0,43200.0,2198148.0,Suva,200,,,,,,
151.2073,-33.8679,501.0,Rain,moderate rain,10d,stations,284.62,284.15,283.57,285.5,1020.0,89.0,1020.0,1015.0,10000.0,0.89,176.0,1.54,100.0,1727335148.0,2.0,2091046.0,AU,1727293150.0,1727337232.0,36000.0,2147714.0,Sydney,200,1.79,,,,,
46.2919,38.08,801.0,Clouds,few clouds,02d,stations,293.85,293.18,293.85,293.85,1016.0,46.0,1016.0,847.0,10000.0,8.23,100.0,,20.0,1727335154.0,1.0,7509.0,IR,1727318767.0,1727361962.0,12600.0,113646.0,Tabriz,200,,,,,,
121.5319,25.0478,804.0,Clouds,overcast clouds,04d,stations,301.81,302.27,300.0,302.08,1009.0,49.0,1009.0,990.0,10000.0,2.68,150.0,,96.0,1727335154.0,2.0,266033.0,TW,1727300635.0,1727343988.0,28800.0,1668341.0,Taipei,200,4.02,,,,,
24.7535,59.437,803.0,Clouds,broken clouds,04d,stations,287.34,286.96,287.34,287.56,1001.0,82.0,1001.0,999.0,10000.0,6.17,180.0,,75.0,1727335154.0,1.0,1330.0,EE,1727324103.0,1727366963.0,10800.0,588409.0,Tallinn,200,,,,,,
106.63,-6.1781,801.0,Clouds,few clouds,02d,stations,305.46,310.03,303.86,305.87,1008.0,57.0,1008.0,1006.0,10000.0,5.14,360.0,,20.0,1727335022.0,1.0,9384.0,ID,1727304053.0,1727347721.0,25200.0,1625084.0,Tangerang,200,,,,,,
172.984,1.419,801.0,Clouds,few clouds,02n,stations,302.2,306.77,302.2,302.2,1010.0,74.0,1010.0,1010.0,10000.0,1.54,120.0,,20.0,1727335154.0,1.0,7300.0,KI,1727288174.0,1727331758.0,43200.0,7521611.0,Tarawa,200,,,,,,
69.2163,41.2646,803.0,Clouds,broken clouds,04d,stations,299.12,299.12,299.12,299.12,1009.0,47.0,1009.0,961.0,10000.0,5.14,70.0,,75.0,1727334733.0,1.0,9016.0,UZ,1727313280.0,1727356448.0,18000.0,1512569.0,Tashkent,200,,,,,,
44.8337,41.6941,802.0,Clouds,scattered clouds,03d,stations,292.99,292.81,292.99,292.99,1022.0,68.0,1022.0,952.0,10000.0,3.6,110.0,,40.0,1727335155.0,1.0,8862.0,GE,1727319139.0,1727362291.0,14400.0,611717.0,Tbilisi,200,,,,,,
-87.2068,14.0818,804.0,Clouds,overcast clouds,04n,stations,293.4,293.91,293.4,293.57,1012.0,93.0,1012.0,864.0,8000.0,0.0,0.0,,100.0,1727335155.0,2.0,2000378.0,HN,1727350682.0,1727394111.0,-21600.0,3600949.0,Tegucigalpa,200,,,,,,
51.4215,35.6944,801.0,Clouds,few clouds,02d,stations,298.55,297.96,298.55,299.14,1013.0,31.0,1013.0,864.0,10000.0,4.12,140.0,,20.0,1727335155.0,2.0,47737.0,IR,1727317522.0,1727360746.0,12600.0,112931.0,Tehran,200,,,,,,
34.8,32.0833,802.0,Clouds,scattered clouds,03d,stations,301.18,303.11,299.92,301.64,1012.0,64.0,1012.0,1010.0,10000.0,4.12,20.0,,40.0,1727334876.0,1.0,6845.0,IL,1727321493.0,1727364751.0,10800.0,293396.0,Tel Aviv,200,,,,,,
89.6419,27.4661,500.0,Rain,light rain,10d,stations,285.92,285.73,285.92,285.92,1016.0,95.0,1016.0,705.0,9814.0,0.95,43.0,0.1,100.0,1727335155.0,,,BT,1727308302.0,1727351624.0,21600.0,1252416.0,Thimphu,200,1.31,,,,,
117.1767,39.1422,800.0,Clear,clear sky,01d,stations,297.12,297.06,297.12,297.12,1015.0,57.0,1015.0,1014.0,10000.0,3.0,140.0,,0.0,1727335155.0,1.0,9619.0,CN,1727301750.0,1727344963.0,28800.0,1792947.0,Tianjin,200,,,,,,
-117.0167,32.5333,804.0,Clouds,overcast clouds,04n,stations,290.66,290.71,289.56,291.53,1010.0,86.0,1010.0,995.0,10000.0,0.89,56.0,,100.0,1727334604.0,1.0,7164.0,MX,1727357948.0,1727401150.0,-25200.0,3981609.0,Tijuana,200,2.68,,,,,
19.8189,41.3275,800.0,Clear,clear sky,01d,stations,294.64,295.01,294.64,294.64,1018.0,83.0,1018.0,982.0,10000.0,1.54,180.0,,0.0,1727335155.0,1.0,6359.0,AL,1727325144.0,1727368289.0,7200.0,3183875.0,Tirana,200,,,,,,
139.6917,35.6895,801.0,Clouds,few clouds,02d,stations,302.16,304.51,300.94,302.94,1012.0,62.0,1012.0,1011.0,10000.0,2.06,110.0,,20.0,1727334660.0,2.0,2001249.0,JP,1727296326.0,1727339583.0,32400.0,1850144.0,Tokyo,200,,,,,,
-79.4163,43.7001,804.0,Clouds,overcast clouds,04n,stations,290.82,291.04,289.86,291.55,1014.0,92.0,1014.0,998.0,10000.0,2.06,320.0,,100.0,1727334950.0,1.0,718.0,CA,1727348994.0,1727392060.0,-14400.0,6167865.0,Toronto,200,,,,,,
-6.7716,62.0097,804.0,Clouds,overcast clouds,04d,stations,279.81,274.76,279.81,279.81,1006.0,67.0,1006.0,1000.0,10000.0,10.74,14.0,,100.0,1727335155.0,1.0,1596.0,FO,1727331712.0,1727374482.0,3600.0,2611396.0,Tórshavn,200,11.74,,,,,
13.1875,32.8752,800.0,Clear,clear sky,01d,stations,299.92,300.88,299.92,299.92,1018.0,59.0,1018.0,1014.0,10000.0,2.28,103.0,,0.0,1727335155.0,,,LY,1727326687.0,1727369929.0,7200.0,2210247.0,Tripoli,200,2.5,,,,,
9.0,34.0,800.0,Clear,clear sky,01d,stations,300.6,300.54,300.6,300.6,1017.0,43.0,1017.0,1007.0,10000.0,0.74,197.0,,8.0,1727335156.0,,,TN,1727327699.0,1727370926.0,3600.0,2464461.0,Tunisia,200,1.11,,,,,
106.8832,47.9077,802.0,Clouds,scattered clouds,03d,stations,292.22,290.76,292.22,292.22,1004.0,22.0,1004.0,842.0,10000.0,3.0,250.0,,40.0,1727334952.0,1.0,9644.0,MN,1727304273.0,1727347380.0,28800.0,2028462.0,Ulaanbaatar,200,,,,,,
9.5215,47.1415,804.0,Clouds,overcast clouds,04d,stations,289.72,289.26,289.21,290.16,1004.0,70.0,1004.0,873.0,10000.0,0.45,64.0,,100.0,1727335156.0,2.0,18948.0,LI,1727327656.0,1727370719.0,7200.0,3042030.0,Vaduz,200,3.13,,,,,
-0.8333,39.3333,803.0,Clouds,broken clouds,04d,stations,296.71,296.95,296.71,296.71,1012.0,70.0,1012.0,954.0,10000.0,9.31,264.0,,75.0,1727335156.0,2.0,2091336.0,ES,1727330092.0,1727373252.0,7200.0,2509951.0,Valencia,200,15.71,,,,,
14.5147,35.8997,801.0,Clouds,few clouds,02d,stations,298.45,299.33,298.14,298.45,1018.0,88.0,1018.0,1017.0,10000.0,2.06,200.0,,20.0,1727335156.0,1.0,6861.0,MT,1727326385.0,1727369593.0,7200.0,2562305.0,Valletta,200,,,,,,
-123.1193,49.2497,803.0,Clouds,broken clouds,04n,stations,285.72,285.33,284.68,286.73,1011.0,88.0,1011.0,1003.0,10000.0,3.09,230.0,,75.0,1727334811.0,2.0,2011597.0,CA,1727359538.0,1727402489.0,-25200.0,6173331.0,Vancouver,200,,,,,,
114.1577,22.2855,803.0,Clouds,broken clouds,04d,stations,305.35,311.66,305.03,306.17,1010.0,63.0,1010.0,1004.0,10000.0,4.02,270.0,,52.0,1727335156.0,2.0,47808.0,HK,1727302392.0,1727345770.0,28800.0,1819729.0,Hong Kong,200,5.81,,,,,
16.3721,48.2085,800.0,Clear,clear sky,01d,stations,287.67,287.48,285.3,289.2,1004.0,88.0,1004.0,978.0,10000.0,2.06,150.0,,0.0,1727335156.0,2.0,2037452.0,AT,1727326018.0,1727369069.0,7200.0,2761369.0,Vienna,200,,,,,,
102.6,17.9667,802.0,Clouds,scattered clouds,03d,stations,303.12,309.11,303.12,304.21,1009.0,74.0,1009.0,987.0,10000.0,2.06,360.0,,40.0,1727335156.0,1.0,9203.0,LA,1727305146.0,1727348563.0,25200.0,1651944.0,Vientiane,200,,,,,,
25.2798,54.6892,801.0,Clouds,few clouds,02d,stations,288.64,288.54,288.64,289.11,1008.0,88.0,1008.0,990.0,10000.0,4.63,170.0,,20.0,1727335082.0,1.0,1883.0,LT,1727323930.0,1727366883.0,10800.0,593116.0,Vilnius,200,,,,,,
21.0118,52.2298,804.0,Clouds,overcast clouds,04d,stations,289.08,288.82,288.09,290.25,1006.0,80.0,1006.0,995.0,10000.0,4.02,160.0,,99.0,1727335156.0,2.0,2032856.0,PL,1727324934.0,1727367926.0,7200.0,756135.0,Warsaw,200,0.0,,,,,
-120.5015,47.5001,801.0,Clouds,few clouds,02n,stations,284.57,283.02,284.07,286.99,1009.0,48.0,1009.0,925.0,10000.0,2.65,273.0,,11.0,1727334981.0,2.0,2003593.0,US,1727358893.0,1727401877.0,-25200.0,5815135.0,Washington,200,3.5,,,,,
174.7756,-41.2866,804.0,Clouds,overcast clouds,04n,stations,285.58,285.23,285.3,287.07,1006.0,90.0,1006.0,994.0,10000.0,11.83,350.0,,100.0,1727334946.0,2.0,2080525.0,NZ,1727287414.0,1727331659.0,43200.0,2179537.0,Wellington,200,,,,,,
-68.9335,12.1084,801.0,Clouds,few clouds,02n,stations,301.92,307.46,301.92,302.1,1009.0,81.0,1009.0,1009.0,10000.0,4.63,100.0,,20.0,1727335157.0,2.0,2096429.0,CW,1727346285.0,1727389739.0,-14400.0,3513090.0,Willemstad,200,,,,,,
17.0832,-22.5594,803.0,Clouds,broken clouds,04d,stations,293.74,292.85,293.42,295.61,1018.0,38.0,1018.0,844.0,10000.0,2.57,80.0,,75.0,1727335157.0,2.0,2012613.0,NA,1727325419.0,1727369328.0,7200.0,3352136.0,Windhoek,200,,,,,,
114.2667,30.5833,804.0,Clouds,overcast clouds,04d,stations,304.2,303.47,304.2,304.2,1009.0,35.0,1009.0,1006.0,10000.0,1.91,96.0,,99.0,1727335130.0,1.0,9634.0,CN,1727302406.0,1727345704.0,28800.0,1791247.0,Wuhan,200,1.93,,,,,
108.9286,34.2583,800.0,Clear,clear sky,01d,stations,303.6,301.99,303.6,303.6,1005.0,25.0,1005.0,959.0,10000.0,3.36,29.0,,3.0,1727335116.0,1.0,9645.0,CN,1727303706.0,1727346966.0,28800.0,1790630.0,Xi'an,200,3.91,,,,,
-5.2767,6.8206,804.0,Clouds,overcast clouds,04d,stations,296.96,297.69,296.96,297.09,1014.0,88.0,1014.0,990.0,8000.0,2.06,240.0,,100.0,1727335157.0,2.0,47672.0,CI,1727330978.0,1727374498.0,0.0,2279755.0,Yamoussoukro,200,,,,,,
96.1561,16.8053,803.0,Clouds,broken clouds,04d,stations,301.13,306.66,301.13,301.13,1009.0,89.0,1009.0,1008.0,7000.0,2.57,230.0,,75.0,1727334966.0,1.0,9322.0,MM,1727306687.0,1727350114.0,23400.0,1298824.0,Yangon,200,,,,,,
11.5167,3.8667,500.0,Rain,light rain,10d,stations,292.89,293.48,292.89,292.89,1016.0,98.0,1016.0,934.0,10000.0,0.34,2.0,0.52,99.0,1727335157.0,,,CM,1727326932.0,1727370486.0,3600.0,2220957.0,Yaoundé,200,0.79,,,,,
60.6125,56.8575,800.0,Clear,clear sky,01d,stations,284.92,283.56,284.92,284.92,1027.0,54.0,1027.0,994.0,10000.0,4.0,290.0,,0.0,1727335054.0,1.0,8985.0,RU,1727315458.0,1727358399.0,18000.0,1486209.0,Ekaterinburg,200,,,,,,
44.5136,40.1811,800.0,Clear,clear sky,01d,stations,293.24,292.43,293.24,293.24,1016.0,43.0,1016.0,895.0,10000.0,2.06,140.0,,5.0,1727335024.0,1.0,8851.0,AM,1727319206.0,1727362376.0,14400.0,616052.0,Yerevan,200,,,,,,
139.6425,35.4478,801.0,Clouds,few clouds,02d,stations,300.62,302.62,299.81,302.29,1013.0,68.0,1013.0,1012.0,10000.0,1.54,110.0,,20.0,1727334877.0,2.0,2033467.0,JP,1727296336.0,1727339596.0,32400.0,1848354.0,Yokohama,200,,,,,,
15.9775,45.8131,800.0,Clear,clear sky,01d,stations,294.2,294.21,292.97,294.2,1010.0,71.0,1010.0,992.0,10000.0,5.66,190.0,,0.0,1727335157.0,2.0,2006646.0,HR,1727326096.0,1727369181.0,7200.0,6618983.0,Donji grad,200,,,,,,
